Kankersoort;Periode;Geslacht;Leeftijdsgroep;Aantal
Alle kankersoorten;2008;Vrouw;45-59;11119
Kanker van de urinewegen;2012;Man en vrouw;30-44;113
Kanker van de urinewegen;2012;Man en vrouw;15-29;12
Kanker van de urinewegen;2012;Man en vrouw;0-14;18
Kanker van de urinewegen;2012;Man en vrouw;75+;2180
Kanker van de urinewegen;2012;Man en vrouw;60-74;2535
Kanker van de urinewegen;2012;Man en vrouw;Totaal;5734
Kanker van de urinewegen;2012;Man en vrouw;45-59;876
Kanker van de urinewegen;2013;Man en vrouw;15-29;11
Kanker van de urinewegen;2013;Man en vrouw;30-44;166
Kanker van de urinewegen;2013;Man en vrouw;75+;2055
Kanker van de urinewegen;2013;Man en vrouw;60-74;2544
Kanker van de urinewegen;2013;Man en vrouw;0-14;29
Kanker van de urinewegen;2013;Man en vrouw;Totaal;5739
Kanker van de urinewegen;2013;Man en vrouw;45-59;934
Kanker van de urinewegen;2014;Man en vrouw;15-29;12
Kanker van de urinewegen;2014;Man en vrouw;30-44;145
Kanker van de urinewegen;2014;Man en vrouw;0-14;21
Kanker van de urinewegen;2014;Man en vrouw;75+;2104
Kanker van de urinewegen;2014;Man en vrouw;60-74;2553
Kanker van de urinewegen;2014;Man en vrouw;Totaal;5811
Kanker van de urinewegen;2014;Man en vrouw;45-59;976
Kanker van de urinewegen;2015;Man en vrouw;30-44;130
Kanker van de urinewegen;2015;Man en vrouw;15-29;15
Kanker van de urinewegen;2015;Man en vrouw;75+;2162
Kanker van de urinewegen;2015;Man en vrouw;0-14;23
Kanker van de urinewegen;2015;Man en vrouw;60-74;2625
Kanker van de urinewegen;2015;Man en vrouw;Totaal;5880
Kanker van de urinewegen;2015;Man en vrouw;45-59;925
Kanker van de urinewegen;2016;Man en vrouw;45-59;1021
Kanker van de urinewegen;2016;Man en vrouw;30-44;119
Kanker van de urinewegen;2016;Man en vrouw;15-29;12
Kanker van de urinewegen;2016;Man en vrouw;75+;2381
Kanker van de urinewegen;2016;Man en vrouw;60-74;2836
Kanker van de urinewegen;2016;Man en vrouw;0-14;35
Alle kankersoorten;2008;Vrouw;75+;13157
Alle kankersoorten;2008;Vrouw;60-74;15772
Alle kankersoorten;2008;Vrouw;0-14;240
Alle kankersoorten;2008;Vrouw;30-44;3460
Alle kankersoorten;2008;Vrouw;Totaal;44353
Alle kankersoorten;2008;Vrouw;15-29;605
Alle kankersoorten;2009;Vrouw;45-59;11224
Alle kankersoorten;2009;Vrouw;75+;13428
Alle kankersoorten;2009;Vrouw;60-74;16195
Alle kankersoorten;2009;Vrouw;0-14;183
Alle kankersoorten;2009;Vrouw;30-44;3615
Alle kankersoorten;2009;Vrouw;Totaal;45220
Alle kankersoorten;2009;Vrouw;15-29;575
Alle kankersoorten;2010;Vrouw;45-59;11330
Alle kankersoorten;2010;Vrouw;75+;14063
Alle kankersoorten;2010;Vrouw;60-74;17327
Alle kankersoorten;2010;Vrouw;0-14;225
Alle kankersoorten;2010;Vrouw;30-44;3297
Alle kankersoorten;2010;Vrouw;Totaal;46814
Alle kankersoorten;2010;Vrouw;15-29;572
Alle kankersoorten;2011;Vrouw;45-59;12009
Alle kankersoorten;2011;Vrouw;75+;14554
Alle kankersoorten;2011;Vrouw;60-74;18186
Alle kankersoorten;2011;Vrouw;0-14;230
Alle kankersoorten;2011;Vrouw;30-44;3458
Alle kankersoorten;2011;Vrouw;Totaal;49058
Alle kankersoorten;2011;Vrouw;15-29;621
Alle kankersoorten;2012;Vrouw;45-59;11733
Alle kankersoorten;2012;Vrouw;75+;14456
Alle kankersoorten;2012;Vrouw;60-74;19036
Alle kankersoorten;2012;Vrouw;0-14;212
Alle kankersoorten;2012;Vrouw;30-44;3305
Alle kankersoorten;2012;Vrouw;Totaal;49351
Alle kankersoorten;2012;Vrouw;15-29;609
Alle kankersoorten;2013;Vrouw;45-59;11620
Alle kankersoorten;2013;Vrouw;75+;14392
Alle kankersoorten;2013;Vrouw;60-74;19292
Alle kankersoorten;2013;Vrouw;0-14;209
Alle kankersoorten;2013;Vrouw;30-44;3399
Alle kankersoorten;2013;Vrouw;Totaal;49501
Alle kankersoorten;2013;Vrouw;15-29;589
Alle kankersoorten;2014;Vrouw;45-59;11735
Alle kankersoorten;2014;Vrouw;75+;14874
Alle kankersoorten;2014;Vrouw;0-14;200
Alle kankersoorten;2014;Vrouw;60-74;20324
Alle kankersoorten;2014;Vrouw;30-44;3404
Alle kankersoorten;2014;Vrouw;Totaal;51191
Alle kankersoorten;2014;Vrouw;15-29;654
Alle kankersoorten;2015;Vrouw;45-59;11883
Alle kankersoorten;2015;Vrouw;75+;14541
Alle kankersoorten;2015;Vrouw;0-14;194
Alle kankersoorten;2015;Vrouw;60-74;20988
Alle kankersoorten;2015;Vrouw;30-44;3219
Alle kankersoorten;2015;Vrouw;Totaal;51445
Alle kankersoorten;2015;Vrouw;15-29;620
Alle kankersoorten;2016;Vrouw;45-59;12303
Alle kankersoorten;2016;Vrouw;75+;15182
Alle kankersoorten;2016;Vrouw;0-14;199
Alle kankersoorten;2016;Vrouw;60-74;21442
Alle kankersoorten;2016;Vrouw;30-44;3257
Alle kankersoorten;2016;Vrouw;Totaal;53050
Alle kankersoorten;2016;Vrouw;15-29;667
Alle kankersoorten;2017;Vrouw;45-59;12192
Alle kankersoorten;2017;Vrouw;75+;15482
Alle kankersoorten;2017;Vrouw;0-14;207
Alle kankersoorten;2017;Vrouw;60-74;21711
Alle kankersoorten;2017;Vrouw;30-44;3270
Alle kankersoorten;2017;Vrouw;Totaal;53475
Alle kankersoorten;2017;Vrouw;15-29;613
Alle kankersoorten;2018;Vrouw;45-59;12838
Alle kankersoorten;2018;Vrouw;75+;16213
Alle kankersoorten;2018;Vrouw;60-74;22085
Alle kankersoorten;2018;Vrouw;0-14;256
Alle kankersoorten;2018;Vrouw;30-44;3398
Alle kankersoorten;2018;Vrouw;Totaal;55534
Alle kankersoorten;2018;Vrouw;15-29;744
Alle kankersoorten;1994;Man en vrouw;15-29;1045
Alle kankersoorten;1994;Man en vrouw;45-59;12922
Alle kankersoorten;1994;Man en vrouw;75+;19342
Alle kankersoorten;1994;Man en vrouw;60-74;26712
Alle kankersoorten;1994;Man en vrouw;0-14;386
Alle kankersoorten;1994;Man en vrouw;30-44;4437
Alle kankersoorten;1994;Man en vrouw;Totaal;64844
Alle kankersoorten;1995;Man en vrouw;15-29;1054
Alle kankersoorten;1995;Man en vrouw;45-59;13079
Alle kankersoorten;1995;Man en vrouw;75+;19421
Alle kankersoorten;1995;Man en vrouw;60-74;26537
Alle kankersoorten;1995;Man en vrouw;0-14;409
Alle kankersoorten;1995;Man en vrouw;30-44;4430
Alle kankersoorten;1995;Man en vrouw;Totaal;64930
Alle kankersoorten;1996;Man en vrouw;15-29;1125
Alle kankersoorten;1996;Man en vrouw;45-59;13633
Alle kankersoorten;1996;Man en vrouw;75+;19850
Alle kankersoorten;1996;Man en vrouw;60-74;26985
Alle kankersoorten;1996;Man en vrouw;0-14;436
Alle kankersoorten;1996;Man en vrouw;30-44;4644
Alle kankersoorten;1996;Man en vrouw;Totaal;66673
Alle kankersoorten;1997;Man en vrouw;15-29;1026
Alle kankersoorten;1997;Man en vrouw;45-59;14376
Alle kankersoorten;1997;Man en vrouw;75+;19838
Alle kankersoorten;1997;Man en vrouw;60-74;26772
Alle kankersoorten;1997;Man en vrouw;0-14;399
Alle kankersoorten;1997;Man en vrouw;30-44;4513
Alle kankersoorten;1997;Man en vrouw;Totaal;66924
Alle kankersoorten;1998;Man en vrouw;15-29;1088
Alle kankersoorten;1998;Man en vrouw;45-59;14487
Alle kankersoorten;1998;Man en vrouw;75+;20324
Alle kankersoorten;1998;Man en vrouw;60-74;27011
Alle kankersoorten;1998;Man en vrouw;0-14;441
Alle kankersoorten;1998;Man en vrouw;30-44;4605
Alle kankersoorten;1998;Man en vrouw;Totaal;67956
Alle kankersoorten;1999;Man en vrouw;15-29;1104
Alle kankersoorten;1999;Man en vrouw;45-59;14919
Alle kankersoorten;1999;Man en vrouw;75+;20786
Alle kankersoorten;1999;Man en vrouw;60-74;27813
Alle kankersoorten;1999;Man en vrouw;0-14;402
Alle kankersoorten;1999;Man en vrouw;30-44;4851
Alle kankersoorten;1999;Man en vrouw;Totaal;69875
Alle kankersoorten;2000;Man en vrouw;15-29;1051
Alle kankersoorten;2000;Man en vrouw;45-59;15628
Alle kankersoorten;2000;Man en vrouw;75+;20766
Alle kankersoorten;2000;Man en vrouw;60-74;28114
Alle kankersoorten;2000;Man en vrouw;0-14;447
Alle kankersoorten;2000;Man en vrouw;30-44;4739
Alle kankersoorten;2000;Man en vrouw;Totaal;70745
Alle kankersoorten;2001;Man en vrouw;15-29;1098
Alle kankersoorten;2001;Man en vrouw;45-59;16172
Alle kankersoorten;2001;Man en vrouw;75+;21451
Alle kankersoorten;2001;Man en vrouw;60-74;28547
Alle kankersoorten;2001;Man en vrouw;0-14;453
Alle kankersoorten;2001;Man en vrouw;30-44;5047
Alle kankersoorten;2001;Man en vrouw;Totaal;72768
Alle kankersoorten;2002;Man en vrouw;15-29;1071
Alle kankersoorten;2002;Man en vrouw;45-59;16660
Alle kankersoorten;2002;Man en vrouw;75+;22063
Alle kankersoorten;2002;Man en vrouw;60-74;29248
Alle kankersoorten;2002;Man en vrouw;0-14;468
Alle kankersoorten;2002;Man en vrouw;30-44;5072
Alle kankersoorten;2002;Man en vrouw;Totaal;74582
Alle kankersoorten;2003;Man en vrouw;15-29;1063
Alle kankersoorten;2003;Man en vrouw;45-59;17661
Alle kankersoorten;2003;Man en vrouw;75+;22943
Alle kankersoorten;2003;Man en vrouw;60-74;30252
Alle kankersoorten;2003;Man en vrouw;0-14;473
Alle kankersoorten;2003;Man en vrouw;30-44;5143
Alle kankersoorten;2003;Man en vrouw;Totaal;77535
Alle kankersoorten;2004;Man en vrouw;15-29;1056
Alle kankersoorten;2004;Man en vrouw;45-59;18461
Alle kankersoorten;2004;Man en vrouw;75+;24126
Alle kankersoorten;2004;Man en vrouw;60-74;32254
Alle kankersoorten;2004;Man en vrouw;0-14;476
Alle kankersoorten;2004;Man en vrouw;30-44;5357
Alle kankersoorten;2004;Man en vrouw;Totaal;81730
Alle kankersoorten;2005;Man en vrouw;15-29;1078
Alle kankersoorten;2005;Man en vrouw;45-59;18486
Alle kankersoorten;2005;Man en vrouw;75+;24898
Alle kankersoorten;2005;Man en vrouw;60-74;32832
Alle kankersoorten;2005;Man en vrouw;0-14;475
Alle kankersoorten;2005;Man en vrouw;30-44;5208
Alle kankersoorten;2005;Man en vrouw;Totaal;82977
Alle kankersoorten;2006;Man en vrouw;15-29;1087
Alle kankersoorten;2006;Man en vrouw;45-59;19005
Alle kankersoorten;2006;Man en vrouw;75+;25832
Alle kankersoorten;2006;Man en vrouw;60-74;34128
Alle kankersoorten;2006;Man en vrouw;0-14;469
Alle kankersoorten;2006;Man en vrouw;30-44;5194
Alle kankersoorten;2006;Man en vrouw;Totaal;85715
Alle kankersoorten;2007;Man en vrouw;15-29;1171
Alle kankersoorten;2007;Man en vrouw;45-59;18994
Alle kankersoorten;2007;Man en vrouw;75+;26760
Alle kankersoorten;2007;Man en vrouw;60-74;36243
Alle kankersoorten;2007;Man en vrouw;0-14;446
Alle kankersoorten;2007;Man en vrouw;30-44;5351
Alle kankersoorten;2007;Man en vrouw;Totaal;88965
Alle kankersoorten;2008;Man en vrouw;15-29;1184
Alle kankersoorten;2008;Man en vrouw;45-59;19294
Alle kankersoorten;2008;Man en vrouw;75+;28158
Alle kankersoorten;2008;Man en vrouw;60-74;38115
Alle kankersoorten;2008;Man en vrouw;0-14;488
Alle kankersoorten;2008;Man en vrouw;30-44;5275
Alle kankersoorten;2008;Man en vrouw;Totaal;92514
Alle kankersoorten;2009;Man en vrouw;15-29;1224
Alle kankersoorten;2009;Man en vrouw;45-59;19459
Alle kankersoorten;2009;Man en vrouw;75+;29177
Alle kankersoorten;2009;Man en vrouw;60-74;39266
Alle kankersoorten;2009;Man en vrouw;0-14;415
Alle kankersoorten;2009;Man en vrouw;30-44;5384
Alle kankersoorten;2009;Man en vrouw;Totaal;94925
Alle kankersoorten;2010;Man en vrouw;15-29;1187
Alle kankersoorten;2010;Man en vrouw;45-59;19692
Alle kankersoorten;2010;Man en vrouw;75+;30753
Alle kankersoorten;2010;Man en vrouw;60-74;41310
Alle kankersoorten;2010;Man en vrouw;0-14;494
Alle kankersoorten;2010;Man en vrouw;30-44;5069
Alle kankersoorten;2010;Man en vrouw;Totaal;98505
Alle kankersoorten;2011;Man en vrouw;Totaal;103242
Alle kankersoorten;2011;Man en vrouw;15-29;1274
Alle kankersoorten;2011;Man en vrouw;45-59;20682
Alle kankersoorten;2011;Man en vrouw;75+;31809
Alle kankersoorten;2011;Man en vrouw;60-74;43648
Alle kankersoorten;2011;Man en vrouw;0-14;471
Alle kankersoorten;2011;Man en vrouw;30-44;5358
Alle kankersoorten;2012;Man en vrouw;Totaal;103430
Alle kankersoorten;2012;Man en vrouw;15-29;1251
Alle kankersoorten;2012;Man en vrouw;45-59;20161
Alle kankersoorten;2012;Man en vrouw;75+;31704
Alle kankersoorten;2012;Man en vrouw;0-14;444
Alle kankersoorten;2012;Man en vrouw;60-74;44788
Alle kankersoorten;2012;Man en vrouw;30-44;5082
Alle kankersoorten;2013;Man en vrouw;Totaal;103797
Alle kankersoorten;2013;Man en vrouw;15-29;1273
Alle kankersoorten;2013;Man en vrouw;45-59;20258
Alle kankersoorten;2013;Man en vrouw;75+;31469
Alle kankersoorten;2013;Man en vrouw;60-74;45170
Alle kankersoorten;2013;Man en vrouw;0-14;475
Alle kankersoorten;2013;Man en vrouw;30-44;5152
Alle kankersoorten;2014;Man en vrouw;Totaal;105827
Alle kankersoorten;2014;Man en vrouw;15-29;1369
Alle kankersoorten;2014;Man en vrouw;45-59;19933
Alle kankersoorten;2014;Man en vrouw;75+;32667
Alle kankersoorten;2014;Man en vrouw;0-14;459
Alle kankersoorten;2014;Man en vrouw;60-74;46285
Alle kankersoorten;2014;Man en vrouw;30-44;5114
Alle kankersoorten;2015;Man en vrouw;Totaal;107637
Alle kankersoorten;2015;Man en vrouw;15-29;1267
Alle kankersoorten;2015;Man en vrouw;45-59;20027
Alle kankersoorten;2015;Man en vrouw;75+;32200
Alle kankersoorten;2015;Man en vrouw;0-14;461
Alle kankersoorten;2015;Man en vrouw;60-74;48733
Alle kankersoorten;2015;Man en vrouw;30-44;4949
Alle kankersoorten;2016;Man en vrouw;Totaal;111446
Alle kankersoorten;2016;Man en vrouw;15-29;1353
Alle kankersoorten;2016;Man en vrouw;45-59;21008
Alle kankersoorten;2016;Man en vrouw;75+;33840
Alle kankersoorten;2016;Man en vrouw;0-14;440
Alle kankersoorten;2016;Man en vrouw;30-44;4902
Alle kankersoorten;2016;Man en vrouw;60-74;49903
Alle kankersoorten;2017;Man en vrouw;Totaal;111582
Tumor van het centraal zenuwstelsel;2002;Man;0-14;59
Tumor van het centraal zenuwstelsel;2002;Man;Totaal;707
Tumor van het centraal zenuwstelsel;2002;Man;75+;98
Tumor van het centraal zenuwstelsel;2003;Man;45-59;180
Tumor van het centraal zenuwstelsel;2003;Man;60-74;195
Tumor van het centraal zenuwstelsel;2003;Man;15-29;44
Tumor van het centraal zenuwstelsel;2003;Man;0-14;60
Tumor van het centraal zenuwstelsel;2003;Man;Totaal;656
Tumor van het centraal zenuwstelsel;2003;Man;75+;78
Tumor van het centraal zenuwstelsel;2003;Man;30-44;99
Tumor van het centraal zenuwstelsel;2004;Man;30-44;113
Tumor van het centraal zenuwstelsel;2004;Man;45-59;195
Tumor van het centraal zenuwstelsel;2004;Man;60-74;208
Tumor van het centraal zenuwstelsel;2004;Man;15-29;62
Tumor van het centraal zenuwstelsel;2004;Man;Totaal;738
Tumor van het centraal zenuwstelsel;2004;Man;0-14;77
Tumor van het centraal zenuwstelsel;2004;Man;75+;83
Tumor van het centraal zenuwstelsel;2005;Man;30-44;118
Tumor van het centraal zenuwstelsel;2005;Man;45-59;205
Tumor van het centraal zenuwstelsel;2005;Man;60-74;229
Tumor van het centraal zenuwstelsel;2005;Man;15-29;41
Tumor van het centraal zenuwstelsel;2005;Man;0-14;57
Tumor van het centraal zenuwstelsel;2005;Man;Totaal;729
Tumor van het centraal zenuwstelsel;2005;Man;75+;79
Tumor van het centraal zenuwstelsel;2006;Man;30-44;118
Tumor van het centraal zenuwstelsel;2006;Man;45-59;183
Tumor van het centraal zenuwstelsel;2006;Man;60-74;261
Tumor van het centraal zenuwstelsel;2006;Man;15-29;57
Tumor van het centraal zenuwstelsel;2006;Man;0-14;60
Tumor van het centraal zenuwstelsel;2006;Man;Totaal;768
Tumor van het centraal zenuwstelsel;2006;Man;75+;89
Tumor van het centraal zenuwstelsel;2007;Man;30-44;104
Tumor van het centraal zenuwstelsel;2007;Man;45-59;187
Tumor van het centraal zenuwstelsel;2007;Man;60-74;251
Tumor van het centraal zenuwstelsel;2007;Man;15-29;47
Tumor van het centraal zenuwstelsel;2007;Man;0-14;59
Tumor van het centraal zenuwstelsel;2007;Man;Totaal;745
Tumor van het centraal zenuwstelsel;2007;Man;75+;97
Tumor van het centraal zenuwstelsel;2008;Man;30-44;105
Tumor van het centraal zenuwstelsel;2008;Man;45-59;205
Tumor van het centraal zenuwstelsel;2008;Man;60-74;255
Tumor van het centraal zenuwstelsel;2008;Man;15-29;55
Tumor van het centraal zenuwstelsel;2008;Man;0-14;61
Tumor van het centraal zenuwstelsel;2008;Man;Totaal;778
Tumor van het centraal zenuwstelsel;2008;Man;75+;97
Tumor van het centraal zenuwstelsel;2009;Man;30-44;104
Tumor van het centraal zenuwstelsel;2009;Man;45-59;229
Tumor van het centraal zenuwstelsel;2009;Man;60-74;271
Tumor van het centraal zenuwstelsel;2009;Man;15-29;45
Tumor van het centraal zenuwstelsel;2009;Man;0-14;65
Tumor van het centraal zenuwstelsel;2009;Man;Totaal;810
Tumor van het centraal zenuwstelsel;2009;Man;75+;96
Tumor van het centraal zenuwstelsel;2010;Man;75+;114
Tumor van het centraal zenuwstelsel;2010;Man;45-59;225
Tumor van het centraal zenuwstelsel;2010;Man;60-74;288
Tumor van het centraal zenuwstelsel;2010;Man;15-29;57
Tumor van het centraal zenuwstelsel;2010;Man;0-14;68
Tumor van het centraal zenuwstelsel;2010;Man;30-44;83
Tumor van het centraal zenuwstelsel;2010;Man;Totaal;835
Tumor van het centraal zenuwstelsel;2011;Man;30-44;119
Tumor van het centraal zenuwstelsel;2011;Man;75+;124
Tumor van het centraal zenuwstelsel;2011;Man;45-59;200
Tumor van het centraal zenuwstelsel;2011;Man;60-74;274
Tumor van het centraal zenuwstelsel;2011;Man;0-14;66
Tumor van het centraal zenuwstelsel;2011;Man;15-29;66
Tumor van het centraal zenuwstelsel;2011;Man;Totaal;849
Tumor van het centraal zenuwstelsel;2012;Man;75+;110
Tumor van het centraal zenuwstelsel;2012;Man;45-59;193
Tumor van het centraal zenuwstelsel;2012;Man;60-74;319
Tumor van het centraal zenuwstelsel;2012;Man;15-29;56
Tumor van het centraal zenuwstelsel;2012;Man;0-14;57
Tumor van het centraal zenuwstelsel;2012;Man;Totaal;829
Kanker van overige lokalisaties;2007;Man;45-59;175
Kanker van overige lokalisaties;2007;Man;30-44;21
Kanker van overige lokalisaties;2007;Man;75+;457
Kanker van overige lokalisaties;2007;Man;60-74;461
Kanker van overige lokalisaties;2008;Man;0-14;0
Kanker van overige lokalisaties;2008;Man;Totaal;1087
Kanker van overige lokalisaties;2008;Man;45-59;162
Kanker van overige lokalisaties;2008;Man;15-29;2
Kanker van overige lokalisaties;2008;Man;30-44;23
Kanker van overige lokalisaties;2008;Man;60-74;407
Kanker van overige lokalisaties;2008;Man;75+;493
Kanker van overige lokalisaties;2009;Man;0-14;0
Kanker van overige lokalisaties;2009;Man;15-29;1
Kanker van overige lokalisaties;2009;Man;45-59;137
Kanker van overige lokalisaties;2009;Man;30-44;16
Kanker van overige lokalisaties;2009;Man;60-74;393
Kanker van overige lokalisaties;2009;Man;75+;438
Kanker van overige lokalisaties;2009;Man;Totaal;985
Kanker van overige lokalisaties;2010;Man;0-14;0
Kanker van overige lokalisaties;2010;Man;45-59;116
Kanker van overige lokalisaties;2010;Man;30-44;18
Kanker van overige lokalisaties;2010;Man;15-29;2
Kanker van overige lokalisaties;2010;Man;60-74;379
Kanker van overige lokalisaties;2010;Man;75+;414
Kanker van overige lokalisaties;2010;Man;Totaal;929
Kanker van overige lokalisaties;2011;Man;0-14;0
Kanker van overige lokalisaties;2011;Man;45-59;114
Kanker van overige lokalisaties;2011;Man;30-44;21
Kanker van overige lokalisaties;2011;Man;15-29;3
Kanker van overige lokalisaties;2011;Man;60-74;360
Kanker van overige lokalisaties;2011;Man;75+;426
Kanker van overige lokalisaties;2011;Man;Totaal;924
Kanker van overige lokalisaties;2012;Man;0-14;0
Kanker van overige lokalisaties;2012;Man;15-29;1
Kanker van overige lokalisaties;2012;Man;45-59;106
Kanker van overige lokalisaties;2012;Man;30-44;15
Kanker van overige lokalisaties;2012;Man;60-74;332
Kanker van overige lokalisaties;2012;Man;75+;403
Kanker van overige lokalisaties;2012;Man;Totaal;857
Kanker van overige lokalisaties;2013;Man;0-14;0
Kanker van overige lokalisaties;2013;Man;15-29;2
Kanker van overige lokalisaties;2013;Man;60-74;355
Kanker van overige lokalisaties;2013;Man;75+;393
Kanker van overige lokalisaties;2013;Man;Totaal;852
Kanker van overige lokalisaties;2013;Man;30-44;9
Kanker van overige lokalisaties;2013;Man;45-59;93
Kanker van overige lokalisaties;2014;Man;0-14;0
Kanker van overige lokalisaties;2014;Man;30-44;11
Kanker van overige lokalisaties;2014;Man;15-29;2
Kanker van overige lokalisaties;2014;Man;75+;287
Kanker van overige lokalisaties;2014;Man;60-74;301
Kanker van overige lokalisaties;2014;Man;Totaal;678
Kanker van overige lokalisaties;2014;Man;45-59;77
Kanker van overige lokalisaties;2015;Man;0-14;0
Kanker van overige lokalisaties;2015;Man;15-29;0
Kanker van overige lokalisaties;2015;Man;30-44;12
Kanker van overige lokalisaties;2015;Man;60-74;268
Kanker van overige lokalisaties;2015;Man;75+;293
Kanker van overige lokalisaties;2015;Man;Totaal;656
Kanker van overige lokalisaties;2015;Man;45-59;83
Kanker van overige lokalisaties;2016;Man;0-14;0
Kanker van overige lokalisaties;2016;Man;15-29;1
Kanker van overige lokalisaties;2016;Man;30-44;12
Kanker van overige lokalisaties;2016;Man;60-74;276
Kanker van overige lokalisaties;2016;Man;75+;330
Kanker van overige lokalisaties;2016;Man;Totaal;697
Kanker van overige lokalisaties;2016;Man;45-59;78
Kanker van overige lokalisaties;2017;Man;0-14;0
Kanker van overige lokalisaties;2017;Man;15-29;1
Kanker van overige lokalisaties;2017;Man;60-74;251
Kanker van overige lokalisaties;2017;Man;75+;286
Kanker van overige lokalisaties;2017;Man;Totaal;623
Kanker van overige lokalisaties;2017;Man;45-59;76
Kanker van overige lokalisaties;2017;Man;30-44;9
Kanker van overige lokalisaties;2018;Man;0-14;0
Kanker van overige lokalisaties;2018;Man;15-29;1
Kanker van overige lokalisaties;2018;Man;60-74;249
Kanker van overige lokalisaties;2018;Man;75+;264
Kanker van overige lokalisaties;2018;Man;30-44;4
Kanker van overige lokalisaties;2018;Man;Totaal;578
Kanker van overige lokalisaties;2018;Man;45-59;60
Kanker van overige lokalisaties;1994;Vrouw;Totaal;1216
